DATE,BAMLEMCBPITRIV
2008-09-22,202.89
2008-09-23,201.9
2008-09-24,201.77
2008-09-25,200.4
2008-09-26,199.81
2008-09-29,200.18
2008-09-30,197.06
2008-10-01,196.45
2008-10-02,196.68
2008-10-03,195.88
2008-10-06,195.44
2008-10-07,193.12
2008-10-08,190.13
2008-10-09,187.34
2008-10-10,183.92
2008-10-13,183.73
2008-10-14,179.96
2008-10-15,178.64
2008-10-16,176.22
2008-10-17,174.73
2008-10-20,173.48
2008-10-21,171.62
2008-10-22,169.25
2008-10-23,165.51
2008-10-24,160.37
2008-10-27,158.06
2008-10-28,155.78
2008-10-29,155.76
2008-10-30,156.57
2008-10-31,158.89
2008-11-03,159.97
2008-11-04,162.05
2008-11-05,164.75
2008-11-06,164.73
2008-11-07,164.72
2008-11-10,165.49
2008-11-11,165.43
2008-11-12,165.25
2008-11-13,164.03
2008-11-14,164.11
2008-11-17,164.25
2008-11-18,163.99
2008-11-19,163.96
2008-11-20,164.14
2008-11-21,163.02
2008-11-24,162.26
2008-11-25,163.35
2008-11-26,163.86
2008-11-27,163.82
2008-11-28,164.59
2008-11-30,164.67
2008-12-01,165.65
2008-12-02,165.61
2008-12-03,165.97
2008-12-04,166.4
2008-12-05,165.97
2008-12-08,165.69
2008-12-09,166.23
2008-12-10,166.8
2008-12-11,167.59
2008-12-12,168.3
2008-12-15,168.52
2008-12-16,169.2
2008-12-17,170.06
2008-12-18,170.85
2008-12-19,171.09
2008-12-22,171.32
2008-12-23,171.54
2008-12-24,171.37
2008-12-26,171.6
2008-12-29,172.07
2008-12-30,172.25
2008-12-31,172.63
2009-01-02,172.24
2009-01-05,172.33
2009-01-06,173.02
2009-01-07,174.24
2009-01-08,175.15
2009-01-09,176.12
2009-01-12,177.21
2009-01-13,177.78
2009-01-14,178.57
2009-01-15,178.78
2009-01-16,178.81
2009-01-19,178.99
2009-01-20,178.93
2009-01-21,177.82
2009-01-22,177.86
2009-01-23,177.84
2009-01-26,177.83
2009-01-27,178.55
2009-01-28,178.85
2009-01-29,179.18
2009-01-30,179.55
2009-01-31,179.58
2009-02-02,179.96
2009-02-03,179.7
2009-02-04,179.63
2009-02-05,179.77
2009-02-06,179.53
2009-02-09,179.91
2009-02-10,180.76
2009-02-11,180.82
2009-02-12,180.56
2009-02-13,179.63
2009-02-16,179.73
2009-02-17,179.74
2009-02-18,178.86
2009-02-19,178.33
2009-02-20,178.06
2009-02-23,178.16
2009-02-24,178.09
2009-02-25,177.16
2009-02-26,177.13
2009-02-27,177.14
2009-02-28,177.26
2009-03-02,177.28
2009-03-03,176.75
2009-03-04,176.17
2009-03-05,177.01
2009-03-06,176.96
2009-03-09,176.55
2009-03-10,176.08
2009-03-11,176.52
2009-03-12,176.85
2009-03-13,177.61
2009-03-16,177.85
2009-03-17,177.77
2009-03-18,179.39
2009-03-19,179.68
2009-03-20,180.23
2009-03-23,180.99
2009-03-24,181.51
2009-03-25,182.34
2009-03-26,182.91
2009-03-27,183.61
2009-03-30,183.87
2009-03-31,184.21
2009-04-01,184.55
2009-04-02,184.54
2009-04-03,184.36
2009-04-06,185.55
2009-04-07,186.3
2009-04-08,186.86
2009-04-09,187.35
2009-04-13,187.99
2009-04-14,189.01
2009-04-15,189.82
2009-04-16,190.52
2009-04-17,190.95
2009-04-20,191.63
2009-04-21,191.14
2009-04-22,191.23
2009-04-23,191.69
2009-04-24,192.1
2009-04-27,192.63
2009-04-28,192.69
2009-04-29,193.31
2009-04-30,193.88
2009-05-01,194.26
2009-05-04,194.76
2009-05-05,195.55
2009-05-06,196.74
2009-05-07,197.64
2009-05-08,198.74
2009-05-11,200.0
2009-05-12,200.65
2009-05-13,201.04
2009-05-14,201.5
2009-05-15,201.82
2009-05-18,201.78
2009-05-19,202.26
2009-05-20,203.71
2009-05-21,204.0
2009-05-22,204.33
2009-05-25,204.48
2009-05-26,204.61
2009-05-27,204.63
2009-05-28,204.7
2009-05-29,206.33
2009-05-31,206.38
2009-06-01,205.96
2009-06-02,206.89
2009-06-03,207.96
2009-06-04,207.98
2009-06-05,207.62
2009-06-08,207.79
2009-06-09,208.33
2009-06-10,208.54
2009-06-11,209.09
2009-06-12,209.59
2009-06-15,210.18
2009-06-16,210.64
2009-06-17,210.51
2009-06-18,209.87
2009-06-19,210.33
2009-06-22,210.7
2009-06-23,210.57
2009-06-24,210.3
2009-06-25,210.98
2009-06-26,211.24
2009-06-29,211.56
2009-06-30,211.67
2009-07-01,212.04
2009-07-02,212.92
2009-07-03,213.0
2009-07-06,213.05
2009-07-07,213.25
2009-07-08,214.08
2009-07-09,213.58
2009-07-10,214.06
2009-07-13,214.15
2009-07-14,213.8
2009-07-15,213.66
2009-07-16,214.17
2009-07-17,214.21
2009-07-20,215.01
2009-07-21,216.02
2009-07-22,216.14
2009-07-23,216.13
2009-07-24,216.72
2009-07-27,217.27
2009-07-28,217.7
2009-07-29,218.1
2009-07-30,218.76
2009-07-31,219.95
2009-08-03,219.97
2009-08-04,220.5
2009-08-05,220.92
2009-08-06,221.78
2009-08-07,221.65
2009-08-10,222.5
2009-08-11,222.85
2009-08-12,222.98
2009-08-13,223.24
2009-08-14,223.67
2009-08-17,223.99
2009-08-18,223.81
2009-08-19,224.25
2009-08-20,224.35
2009-08-21,224.09
2009-08-24,224.58
2009-08-25,225.06
2009-08-26,225.42
2009-08-27,225.92
2009-08-28,226.19
2009-08-31,226.75
2009-09-01,227.02
2009-09-02,227.4
2009-09-03,227.31
2009-09-04,226.99
2009-09-07,227.17
2009-09-08,227.42
2009-09-09,227.98
2009-09-10,229.05
2009-09-11,229.68
2009-09-14,230.09
2009-09-15,230.35
2009-09-16,231.21
2009-09-17,231.95
2009-09-18,232.44
2009-09-21,232.63
2009-09-22,232.72
2009-09-23,233.24
2009-09-24,233.57
2009-09-25,233.83
2009-09-28,234.07
2009-09-29,234.2
2009-09-30,234.61
2009-10-01,235.41
2009-10-02,235.38
2009-10-05,235.41
2009-10-06,235.85
2009-10-07,236.67
2009-10-08,236.71
2009-10-09,236.39
2009-10-12,236.57
2009-10-13,237.53
2009-10-14,237.28
2009-10-15,237.36
2009-10-16,237.69
2009-10-19,237.95
2009-10-20,238.26
2009-10-21,237.97
2009-10-22,237.54
2009-10-23,237.17
2009-10-26,237.03
2009-10-27,237.47
2009-10-28,237.37
2009-10-29,236.58
2009-10-30,237.14
2009-10-31,237.17
2009-11-02,237.03
2009-11-03,236.71
2009-11-04,236.2
2009-11-05,236.42
2009-11-06,236.54
2009-11-09,236.92
2009-11-10,237.52
2009-11-11,237.58
2009-11-12,237.98
2009-11-13,238.31
2009-11-16,238.96
2009-11-17,239.3
2009-11-18,239.36
2009-11-19,239.73
2009-11-20,239.74
2009-11-23,239.79
2009-11-24,240.04
2009-11-25,239.97
2009-11-26,239.82
2009-11-27,239.9
2009-11-30,238.97
2009-12-01,238.92
2009-12-02,239.0
2009-12-03,238.89
2009-12-04,238.62
2009-12-07,239.28
2009-12-08,239.56
2009-12-09,239.3
2009-12-10,239.02
2009-12-11,238.9
2009-12-14,239.6
2009-12-15,239.44
2009-12-16,239.85
2009-12-17,240.52
2009-12-18,240.46
2009-12-21,240.12
2009-12-22,239.86
2009-12-23,239.92
2009-12-24,239.79
2009-12-28,239.86
2009-12-29,240.05
2009-12-30,240.27
2009-12-31,240.15
2010-01-04,240.53
2010-01-05,241.74
2010-01-06,242.41
2010-01-07,242.72
2010-01-08,243.32
2010-01-11,244.2
2010-01-12,244.82
2010-01-13,244.56
2010-01-14,244.95
2010-01-15,245.16
2010-01-18,245.3
2010-01-19,245.2
2010-01-20,245.31
2010-01-21,245.22
2010-01-22,244.97
2010-01-25,244.61
2010-01-26,244.6
2010-01-27,244.54
2010-01-28,244.44
2010-01-29,244.82
2010-01-31,244.88
2010-02-01,244.54
2010-02-02,244.67
2010-02-03,244.53
2010-02-04,244.89
2010-02-05,244.89
2010-02-08,244.42
2010-02-09,243.77
2010-02-10,243.46
2010-02-11,243.47
2010-02-12,243.84
2010-02-15,243.91
2010-02-16,244.07
2010-02-17,243.73
2010-02-18,243.77
2010-02-19,244.09
2010-02-22,244.36
2010-02-23,245.32
2010-02-24,245.62
2010-02-25,246.06
2010-02-26,246.94
2010-02-28,247.11
2010-03-01,247.14
2010-03-02,247.72
2010-03-03,247.94
2010-03-04,248.16
2010-03-05,248.2
2010-03-08,248.93
2010-03-09,249.55
2010-03-10,249.98
2010-03-11,250.21
2010-03-12,250.49
2010-03-15,250.86
2010-03-16,251.43
2010-03-17,251.82
2010-03-18,251.88
2010-03-19,252.05
2010-03-22,252.31
2010-03-23,252.37
2010-03-24,251.7
2010-03-25,251.64
2010-03-26,251.88
2010-03-29,252.14
2010-03-30,252.37
2010-03-31,252.62
2010-04-01,252.63
2010-04-05,252.1
2010-04-06,252.77
2010-04-07,253.46
2010-04-08,253.25
2010-04-09,253.56
2010-04-12,253.87
2010-04-13,254.38
2010-04-14,254.66
2010-04-15,255.25
2010-04-16,255.76
2010-04-19,255.64
2010-04-20,255.69
2010-04-21,256.25
2010-04-22,256.0
2010-04-23,255.71
2010-04-26,255.81
2010-04-27,256.38
2010-04-28,255.38
2010-04-29,255.31
2010-04-30,255.67
2010-05-03,255.39
2010-05-04,256.02
2010-05-05,255.03
2010-05-06,254.44
2010-05-07,251.71
2010-05-10,252.61
2010-05-11,252.75
2010-05-12,252.97
2010-05-13,253.48
2010-05-14,254.17
2010-05-17,253.7
2010-05-18,254.09
2010-05-19,252.68
2010-05-20,251.9
2010-05-21,250.89
2010-05-24,250.55
2010-05-25,248.97
2010-05-26,248.64
2010-05-27,248.99
2010-05-28,250.04
2010-05-31,250.1
2010-06-01,249.87
2010-06-02,250.01
2010-06-03,250.65
2010-06-04,251.35
2010-06-07,250.82
2010-06-08,250.38
2010-06-09,250.79
2010-06-10,250.39
2010-06-11,251.24
2010-06-14,251.65
2010-06-15,251.9
2010-06-16,252.56
2010-06-17,253.44
2010-06-18,253.73
2010-06-21,254.68
2010-06-22,255.13
2010-06-23,255.25
2010-06-24,254.93
2010-06-25,254.81
2010-06-28,255.31
2010-06-29,255.4
2010-06-30,255.28
2010-07-01,255.21
2010-07-02,254.85
2010-07-05,255.0
2010-07-06,255.68
2010-07-07,255.64
2010-07-08,256.12
2010-07-09,256.34
2010-07-12,257.02
2010-07-13,257.3
2010-07-14,258.0
2010-07-15,258.42
2010-07-16,258.66
2010-07-19,258.54
2010-07-20,258.67
2010-07-21,259.46
2010-07-22,259.65
2010-07-23,259.65
2010-07-26,260.15
2010-07-27,260.26
2010-07-28,261.29
2010-07-29,261.67
2010-07-30,262.37
2010-07-31,262.4
2010-08-02,262.16
2010-08-03,263.28
2010-08-04,263.26
2010-08-05,263.73
2010-08-06,264.32
2010-08-09,264.73
2010-08-10,264.98
2010-08-11,265.53
2010-08-12,265.24
2010-08-13,265.62
2010-08-16,266.61
2010-08-17,266.42
2010-08-18,267.17
2010-08-19,267.83
2010-08-20,267.6
2010-08-23,267.91
2010-08-24,268.43
2010-08-25,267.48
2010-08-26,267.61
2010-08-27,266.38
2010-08-30,267.43
2010-08-31,267.18
2010-09-01,266.49
2010-09-02,266.68
2010-09-03,266.74
2010-09-06,266.91
2010-09-07,267.79
2010-09-08,267.38
2010-09-09,266.5
2010-09-10,266.56
2010-09-13,267.31
2010-09-14,267.86
2010-09-15,267.61
2010-09-16,267.52
2010-09-17,267.75
2010-09-20,267.99
2010-09-21,268.58
2010-09-22,268.85
2010-09-23,268.81
2010-09-24,268.76
2010-09-27,269.68
2010-09-28,270.06
2010-09-29,270.1
2010-09-30,270.34
2010-10-01,270.7
2010-10-04,271.21
2010-10-05,271.46
2010-10-06,272.36
2010-10-07,272.64
2010-10-08,273.04
2010-10-11,273.22
2010-10-12,273.27
2010-10-13,273.69
2010-10-14,273.59
2010-10-15,273.31
2010-10-18,273.44
2010-10-19,273.04
2010-10-20,272.74
2010-10-21,272.51
2010-10-22,272.5
2010-10-25,272.93
2010-10-26,272.58
2010-10-27,272.36
2010-10-28,272.4
2010-10-29,272.86
2010-10-31,272.91
2010-11-01,272.93
2010-11-02,273.45
2010-11-03,273.42
2010-11-04,274.66
2010-11-05,274.53
2010-11-08,274.47
2010-11-09,273.9
2010-11-10,273.46
2010-11-11,273.51
2010-11-12,272.37
2010-11-15,271.05
2010-11-16,270.92
2010-11-17,269.99
2010-11-18,270.2
2010-11-19,270.39
2010-11-22,270.82
2010-11-23,270.7
2010-11-24,269.65
2010-11-25,269.67
2010-11-26,270.02
2010-11-29,269.89
2010-11-30,269.21
2010-12-01,268.37
2010-12-02,268.64
2010-12-03,269.1
2010-12-06,270.15
2010-12-07,269.01
2010-12-08,268.35
2010-12-09,268.86
2010-12-10,268.75
2010-12-13,269.21
2010-12-14,268.36
2010-12-15,268.05
2010-12-16,268.15
2010-12-17,269.03
2010-12-20,268.79
2010-12-21,268.92
2010-12-22,268.93
2010-12-23,268.83
2010-12-24,268.88
2010-12-27,269.24
2010-12-28,268.75
2010-12-29,269.69
2010-12-30,269.52
2010-12-31,270.0
2011-01-03,270.39
2011-01-04,270.72
2011-01-05,270.71
2011-01-06,271.21
2011-01-07,271.5
2011-01-10,271.41
2011-01-11,271.39
2011-01-12,271.66
2011-01-13,272.14
2011-01-14,271.99
2011-01-17,272.12
2011-01-18,272.04
2011-01-19,272.2
2011-01-20,271.51
2011-01-21,271.63
2011-01-24,271.82
2011-01-25,272.02
2011-01-26,271.81
2011-01-27,272.05
2011-01-28,271.87
2011-01-31,271.21
2011-02-01,271.15
2011-02-02,271.26
2011-02-03,271.11
2011-02-04,270.75
2011-02-07,271.1
2011-02-08,270.65
2011-02-09,271.09
2011-02-10,270.58
2011-02-11,270.79
2011-02-14,270.94
2011-02-15,270.95
2011-02-16,271.04
2011-02-17,271.42
2011-02-18,271.48
2011-02-21,271.65
2011-02-22,272.25
2011-02-23,271.63
2011-02-24,271.91
2011-02-25,272.23
2011-02-28,272.63
2011-03-01,272.9
2011-03-02,272.72
2011-03-03,272.48
2011-03-04,273.25
2011-03-07,273.5
2011-03-08,273.4
2011-03-09,273.95
2011-03-10,274.27
2011-03-11,274.07
2011-03-14,274.21
2011-03-15,273.84
2011-03-16,274.43
2011-03-17,274.28
2011-03-18,274.29
2011-03-21,274.42
2011-03-22,274.6
2011-03-23,274.68
2011-03-24,274.75
2011-03-25,274.83
2011-03-28,275.0
2011-03-29,274.86
2011-03-30,275.1
2011-03-31,275.28
2011-04-01,275.4
2011-04-04,275.9
2011-04-05,275.84
2011-04-06,275.82
2011-04-07,276.12
2011-04-08,276.17
2011-04-11,276.24
2011-04-12,276.34
2011-04-13,276.74
2011-04-14,276.5
2011-04-15,276.89
2011-04-18,277.19
2011-04-19,277.13
2011-04-20,277.1
2011-04-21,277.17
2011-04-25,277.49
2011-04-26,277.91
2011-04-27,277.7
2011-04-28,278.08
2011-04-29,278.5
2011-04-30,278.55
2011-05-02,278.7
2011-05-03,278.91
2011-05-04,279.18
2011-05-05,279.46
2011-05-06,279.49
2011-05-09,279.72
2011-05-10,279.59
2011-05-11,280.03
2011-05-12,279.7
2011-05-13,280.0
2011-05-16,280.33
2011-05-17,280.72
2011-05-18,280.75
2011-05-19,280.94
2011-05-20,281.04
2011-05-23,281.04
2011-05-24,280.84
2011-05-25,280.85
2011-05-26,280.98
2011-05-27,280.76
2011-05-30,280.88
2011-05-31,281.22
2011-06-01,281.77
2011-06-02,281.39
2011-06-03,281.37
2011-06-06,281.41
2011-06-07,281.48
2011-06-08,281.72
2011-06-09,281.42
2011-06-10,281.54
2011-06-13,281.44
2011-06-14,281.02
2011-06-15,281.53
2011-06-16,281.34
2011-06-17,280.84
2011-06-20,280.62
2011-06-21,280.72
2011-06-22,280.61
2011-06-23,280.6
2011-06-24,280.56
2011-06-27,280.32
2011-06-28,280.01
2011-06-29,280.36
2011-06-30,280.86
2011-07-01,280.98
2011-07-04,281.15
2011-07-05,281.67
2011-07-06,281.89
2011-07-07,282.02
2011-07-08,282.68
2011-07-11,282.99
2011-07-12,282.56
2011-07-13,282.96
2011-07-14,282.7
2011-07-15,282.91
2011-07-18,282.94
2011-07-19,283.05
2011-07-20,283.0
2011-07-21,282.95
2011-07-22,283.62
2011-07-25,283.52
2011-07-26,283.95
2011-07-27,284.21
2011-07-28,284.77
2011-07-29,285.82
2011-07-31,285.88
2011-08-01,286.65
2011-08-02,287.59
2011-08-03,287.57
2011-08-04,287.55
2011-08-05,285.62
2011-08-08,283.85
2011-08-09,283.17
2011-08-10,283.64
2011-08-11,280.91
2011-08-12,281.81
2011-08-15,282.43
2011-08-16,283.39
2011-08-17,284.01
2011-08-18,283.85
2011-08-19,283.95
2011-08-22,283.69
2011-08-23,282.62
2011-08-24,281.46
2011-08-25,281.47
2011-08-26,281.07
2011-08-29,280.88
2011-08-30,281.67
2011-08-31,282.41
2011-09-01,283.11
2011-09-02,283.4
2011-09-05,283.59
2011-09-06,282.9
2011-09-07,283.17
2011-09-08,283.67
2011-09-09,283.83
2011-09-12,282.91
2011-09-13,282.3
2011-09-14,281.75
2011-09-15,280.97
2011-09-16,281.1
2011-09-19,280.89
2011-09-20,280.57
2011-09-21,280.14
2011-09-22,277.23
2011-09-23,274.61
2011-09-26,272.59
2011-09-27,271.61
2011-09-28,271.71
2011-09-29,271.53
2011-09-30,270.36
2011-10-03,269.72
2011-10-04,266.73
2011-10-05,266.49
2011-10-06,267.71
2011-10-07,268.87
2011-10-10,269.09
2011-10-11,270.85
2011-10-12,272.58
2011-10-13,274.07
2011-10-14,274.99
2011-10-17,276.11
2011-10-18,276.26
2011-10-19,276.74
2011-10-20,276.37
2011-10-21,276.51
2011-10-24,277.22
2011-10-25,278.57
2011-10-26,278.75
2011-10-27,280.38
2011-10-28,281.44
2011-10-31,282.25
2011-11-01,281.12
2011-11-02,281.32
2011-11-03,281.84
2011-11-04,282.47
2011-11-07,282.47
2011-11-08,282.64
2011-11-09,282.55
2011-11-10,281.79
2011-11-11,281.76
2011-11-14,281.83
2011-11-15,281.55
2011-11-16,281.41
2011-11-17,281.2
2011-11-18,280.72
2011-11-21,280.14
2011-11-22,279.66
2011-11-23,279.11
2011-11-24,279.06
2011-11-25,278.0
2011-11-28,278.68
2011-11-29,277.94
2011-11-30,278.08
2011-12-01,278.44
2011-12-02,279.16
2011-12-05,279.85
2011-12-06,279.52
2011-12-07,280.1
2011-12-08,280.32
2011-12-09,279.78
2011-12-12,279.84
2011-12-13,279.82
2011-12-14,279.68
2011-12-15,279.49
2011-12-16,279.88
2011-12-19,279.96
2011-12-20,279.66
2011-12-21,279.79
2011-12-22,279.97
2011-12-23,279.71
2011-12-27,279.9
2011-12-28,280.49
2011-12-29,280.81
2011-12-30,281.05
2011-12-31,281.08
2012-01-03,281.54
2012-01-04,281.68
2012-01-05,281.76
2012-01-06,282.02
2012-01-09,282.13
2012-01-10,282.25
2012-01-11,282.42
2012-01-12,282.57
2012-01-13,282.92
2012-01-16,283.07
2012-01-17,283.23
2012-01-18,283.26
2012-01-19,283.71
2012-01-20,283.82
2012-01-23,284.27
2012-01-24,284.55
2012-01-25,285.34
2012-01-26,286.62
2012-01-27,287.14
2012-01-30,287.43
2012-01-31,288.02
2012-02-01,288.47
2012-02-02,288.88
2012-02-03,288.74
2012-02-06,289.47
2012-02-07,289.26
2012-02-08,289.47
2012-02-09,289.68
2012-02-10,290.26
2012-02-13,290.33
2012-02-14,290.9
2012-02-15,291.01
2012-02-16,290.45
2012-02-17,290.78
2012-02-20,290.97
2012-02-21,291.25
2012-02-22,292.33
2012-02-23,292.72
2012-02-24,293.18
2012-02-27,293.79
2012-02-28,294.51
2012-02-29,294.96
2012-03-01,295.03
2012-03-02,295.91
2012-03-05,296.01
2012-03-06,295.75
2012-03-07,295.61
2012-03-08,295.98
2012-03-09,296.34
2012-03-12,296.68
2012-03-13,296.79
2012-03-14,296.25
2012-03-15,296.21
2012-03-16,296.31
2012-03-19,296.17
2012-03-20,296.12
2012-03-21,296.46
2012-03-22,296.17
2012-03-23,296.28
2012-03-26,296.46
2012-03-27,296.72
2012-03-28,296.75
2012-03-29,296.69
2012-03-30,296.32
2012-03-31,296.35
2012-04-02,296.36
2012-04-03,296.05
2012-04-04,296.01
2012-04-05,296.02
2012-04-09,296.52
2012-04-10,296.25
2012-04-11,295.97
2012-04-12,296.15
2012-04-13,296.56
2012-04-16,296.76
2012-04-17,296.88
2012-04-18,296.99
2012-04-19,297.14
2012-04-20,297.36
2012-04-23,297.53
2012-04-24,297.59
2012-04-25,298.0
2012-04-26,298.26
2012-04-27,298.77
2012-04-30,299.09
2012-05-01,299.29
2012-05-02,299.87
2012-05-03,300.44
2012-05-04,300.35
2012-05-07,300.32
2012-05-08,300.3
2012-05-09,299.76
2012-05-10,299.82
2012-05-11,299.83
2012-05-14,298.87
2012-05-15,298.09
2012-05-16,297.17
2012-05-17,296.61
2012-05-18,295.67
2012-05-21,295.71
2012-05-22,296.26
2012-05-23,295.71
2012-05-24,295.39
2012-05-25,295.29
2012-05-28,295.45
2012-05-29,295.72
2012-05-30,295.48
2012-05-31,295.26
2012-06-01,295.04
2012-06-04,294.35
2012-06-05,294.88
2012-06-06,295.62
2012-06-07,296.82
2012-06-08,296.84
2012-06-11,297.43
2012-06-12,296.87
2012-06-13,297.51
2012-06-14,297.59
2012-06-15,298.4
2012-06-18,298.73
2012-06-19,299.22
2012-06-20,299.42
2012-06-21,299.42
2012-06-22,299.15
2012-06-25,299.6
2012-06-26,299.56
2012-06-27,299.63
2012-06-28,299.8
2012-06-29,300.29
2012-06-30,300.34
2012-07-02,301.36
2012-07-03,301.78
2012-07-04,301.92
2012-07-05,302.61
2012-07-06,303.05
2012-07-09,303.36
2012-07-10,303.99
2012-07-11,304.3
2012-07-12,304.7
2012-07-13,305.31
2012-07-16,305.97
2012-07-17,306.36
2012-07-18,306.76
2012-07-19,306.94
2012-07-20,307.26
2012-07-23,306.74
2012-07-24,306.5
2012-07-25,306.41
2012-07-26,306.68
2012-07-27,306.68
2012-07-30,307.63
2012-07-31,308.27
2012-08-01,308.32
2012-08-02,308.88
2012-08-03,308.97
2012-08-06,309.92
2012-08-07,309.99
2012-08-08,310.08
2012-08-09,310.08
2012-08-10,310.24
2012-08-13,310.26
2012-08-14,310.03
2012-08-15,309.42
2012-08-16,309.26
2012-08-17,309.39
2012-08-20,309.53
2012-08-21,309.91
2012-08-22,310.63
2012-08-23,311.17
2012-08-24,311.16
2012-08-27,311.45
2012-08-28,311.67
2012-08-29,311.56
2012-08-30,311.52
2012-08-31,311.85
2012-09-03,311.99
2012-09-04,312.09
2012-09-05,312.33
2012-09-06,312.41
2012-09-07,313.07
2012-09-10,313.43
2012-09-11,313.86
2012-09-12,314.09
2012-09-13,314.25
2012-09-14,314.44
2012-09-17,314.73
2012-09-18,314.81
2012-09-19,315.12
2012-09-20,314.95
2012-09-21,315.12
2012-09-24,315.16
2012-09-25,315.1
2012-09-26,314.75
2012-09-27,315.12
2012-09-28,315.72
2012-09-30,315.82
2012-10-01,316.15
2012-10-02,316.47
2012-10-03,316.91
2012-10-04,317.02
2012-10-05,317.16
2012-10-08,317.34
2012-10-09,317.45
2012-10-10,317.66
2012-10-11,318.21
2012-10-12,318.84
2012-10-15,319.31
2012-10-16,319.61
2012-10-17,319.77
2012-10-18,320.22
2012-10-19,320.43
2012-10-22,320.22
2012-10-23,319.8
2012-10-24,319.84
2012-10-25,319.6
2012-10-26,319.77
2012-10-29,319.97
2012-10-31,320.03
2012-11-01,319.8
2012-11-02,319.9
2012-11-05,320.33
2012-11-06,320.3
2012-11-07,320.93
2012-11-08,320.91
2012-11-09,320.4
2012-11-12,320.53
2012-11-13,320.13
2012-11-14,319.92
2012-11-15,319.45
2012-11-16,319.2
2012-11-19,319.29
2012-11-20,319.34
2012-11-21,319.35
2012-11-22,319.39
2012-11-23,319.54
2012-11-26,320.05
2012-11-27,320.77
2012-11-28,321.15
2012-11-29,321.64
2012-11-30,321.96
2012-12-03,322.15
2012-12-04,322.33
2012-12-05,322.54
2012-12-06,322.9
2012-12-07,322.71
2012-12-10,323.1
2012-12-11,323.19
2012-12-12,323.19
2012-12-13,323.19
2012-12-14,323.49
2012-12-17,323.36
2012-12-18,323.17
2012-12-19,323.66
2012-12-20,323.85
2012-12-21,324.21
2012-12-24,324.26
2012-12-26,324.34
2012-12-27,324.73
2012-12-28,324.92
2012-12-31,325.08
2013-01-02,325.32
2013-01-03,325.83
2013-01-04,326.2
2013-01-07,326.61
2013-01-08,326.66
2013-01-09,326.77
2013-01-10,326.86
2013-01-11,326.69
2013-01-14,326.86
2013-01-15,327.11
2013-01-16,327.36
2013-01-17,327.29
2013-01-18,327.39
2013-01-21,327.52
2013-01-22,327.59
2013-01-23,327.69
2013-01-24,327.66
2013-01-25,327.1
2013-01-28,326.8
2013-01-29,326.48
2013-01-30,325.74
2013-01-31,324.88
2013-02-01,324.76
2013-02-04,324.42
2013-02-05,324.06
2013-02-06,324.13
2013-02-07,324.35
2013-02-08,324.57
2013-02-11,324.66
2013-02-12,324.55
2013-02-13,324.34
2013-02-14,324.69
2013-02-15,324.77
2013-02-18,324.92
2013-02-19,324.96
2013-02-20,325.22
2013-02-21,325.02
2013-02-22,325.21
2013-02-25,325.81
2013-02-26,325.83
2013-02-27,325.87
2013-02-28,326.48
2013-03-01,326.68
2013-03-04,326.75
2013-03-05,327.05
2013-03-06,326.86
2013-03-07,326.72
2013-03-08,326.44
2013-03-11,326.49
2013-03-12,326.76
2013-03-13,326.75
2013-03-14,326.53
2013-03-15,326.67
2013-03-18,326.58
2013-03-19,326.71
2013-03-20,326.42
2013-03-21,326.27
2013-03-22,326.19
2013-03-25,326.53
2013-03-26,326.5
2013-03-27,326.44
2013-03-28,326.3
2013-03-31,326.4
2013-04-01,326.49
2013-04-02,326.64
2013-04-03,326.99
2013-04-04,327.87
2013-04-05,328.65
2013-04-08,329.08
2013-04-09,329.26
2013-04-10,329.07
2013-04-11,329.13
2013-04-12,329.38
2013-04-15,329.15
2013-04-16,328.75
2013-04-17,328.21
2013-04-18,328.22
2013-04-19,328.4
2013-04-22,328.74
2013-04-23,329.04
2013-04-24,329.37
2013-04-25,329.39
2013-04-26,329.55
2013-04-29,329.81
2013-04-30,330.39
2013-05-01,330.88
2013-05-02,331.38
2013-05-03,331.05
2013-05-06,331.13
2013-05-07,331.3
2013-05-08,331.43
2013-05-09,331.52
2013-05-10,330.83
2013-05-13,330.35
2013-05-14,330.29
2013-05-15,330.2
2013-05-16,330.57
2013-05-17,330.07
2013-05-20,329.88
2013-05-21,329.68
2013-05-22,329.3
2013-05-23,328.56
2013-05-24,328.21
2013-05-27,328.35
2013-05-28,327.17
2013-05-29,325.56
2013-05-30,325.16
2013-05-31,324.07
2013-06-03,323.3
2013-06-04,323.16
2013-06-05,322.13
2013-06-06,320.99
2013-06-07,320.51
2013-06-10,319.55
2013-06-11,317.26
2013-06-12,317.37
2013-06-13,318.02
2013-06-14,319.9
2013-06-17,320.05
2013-06-18,319.39
2013-06-19,318.33
2013-06-20,313.0
2013-06-21,311.38
2013-06-24,307.76
2013-06-25,308.51
2013-06-26,309.93
2013-06-27,311.61
2013-06-28,312.21
2013-06-30,312.3
2013-07-01,312.66
2013-07-02,313.45
2013-07-03,312.58
2013-07-04,312.67
2013-07-05,310.98
2013-07-08,310.95
2013-07-09,311.45
2013-07-10,310.99
2013-07-11,311.96
2013-07-12,312.29
2013-07-15,313.16
2013-07-16,314.19
2013-07-17,315.0
2013-07-18,316.03
2013-07-19,316.65
2013-07-22,317.34
2013-07-23,317.46
2013-07-24,316.52
2013-07-25,315.97
2013-07-26,315.97
2013-07-29,315.83
2013-07-30,315.64
2013-07-31,315.22
