DATE,BAMLHYH0A1BBTRIV
2006-09-22,191.15
2006-09-25,191.56
2006-09-26,191.66
2006-09-27,191.85
2006-09-28,191.89
2006-09-29,191.92
2006-09-30,191.96
2006-10-02,192.15
2006-10-03,192.25
2006-10-04,192.55
2006-10-05,192.52
2006-10-06,192.25
2006-10-09,192.37
2006-10-10,192.22
2006-10-11,192.21
2006-10-12,192.33
2006-10-13,192.38
2006-10-16,192.59
2006-10-17,192.65
2006-10-18,192.85
2006-10-19,192.88
2006-10-20,192.89
2006-10-23,192.81
2006-10-24,192.85
2006-10-25,192.98
2006-10-26,193.38
2006-10-27,193.72
2006-10-30,193.96
2006-10-31,194.38
2006-11-01,194.7
2006-11-02,194.82
2006-11-03,194.6
2006-11-06,194.77
2006-11-07,195.22
2006-11-08,195.46
2006-11-09,195.68
2006-11-10,195.86
2006-11-13,195.97
2006-11-14,196.31
2006-11-15,196.22
2006-11-16,196.32
2006-11-17,196.49
2006-11-20,196.57
2006-11-21,196.46
2006-11-22,196.54
2006-11-23,196.58
2006-11-24,196.7
2006-11-27,196.76
2006-11-28,196.78
2006-11-29,197.04
2006-11-30,197.59
2006-12-01,197.97
2006-12-04,198.12
2006-12-05,198.46
2006-12-06,198.52
2006-12-07,198.62
2006-12-08,198.29
2006-12-11,198.49
2006-12-12,198.59
2006-12-13,198.28
2006-12-14,198.21
2006-12-15,198.4
2006-12-18,198.44
2006-12-19,198.46
2006-12-20,198.6
2006-12-21,198.86
2006-12-22,198.7
2006-12-26,199.0
2006-12-27,198.87
2006-12-28,198.81
2006-12-29,198.84
2006-12-31,198.91
2007-01-02,199.03
2007-01-03,199.25
2007-01-04,199.46
2007-01-05,199.21
2007-01-08,199.29
2007-01-09,199.35
2007-01-10,199.28
2007-01-11,199.08
2007-01-12,198.93
2007-01-15,199.05
2007-01-16,199.34
2007-01-17,199.37
2007-01-18,199.59
2007-01-19,199.62
2007-01-22,199.88
2007-01-23,199.81
2007-01-24,199.92
2007-01-25,199.82
2007-01-26,199.59
2007-01-29,199.72
2007-01-30,199.66
2007-01-31,199.71
2007-02-01,199.92
2007-02-02,200.01
2007-02-05,200.26
2007-02-06,200.63
2007-02-07,201.04
2007-02-08,201.12
2007-02-09,201.03
2007-02-12,200.94
2007-02-13,200.93
2007-02-14,201.47
2007-02-15,201.8
2007-02-16,202.04
2007-02-19,202.16
2007-02-20,202.24
2007-02-21,202.37
2007-02-22,202.34
2007-02-23,202.35
2007-02-26,202.64
2007-02-27,202.57
2007-02-28,202.4
2007-03-01,202.4
2007-03-02,202.3
2007-03-05,201.86
2007-03-06,201.93
2007-03-07,202.37
2007-03-08,202.73
2007-03-09,202.61
2007-03-12,202.71
2007-03-13,202.78
2007-03-14,202.42
2007-03-15,202.55
2007-03-16,202.47
2007-03-19,202.62
2007-03-20,202.62
2007-03-21,202.86
2007-03-22,202.82
2007-03-23,202.84
2007-03-26,203.05
2007-03-27,202.86
2007-03-28,202.59
2007-03-29,202.68
2007-03-30,202.59
2007-03-31,202.63
2007-04-02,202.7
2007-04-03,202.73
2007-04-04,202.7
2007-04-05,202.72
2007-04-09,202.76
2007-04-10,202.86
2007-04-11,202.89
2007-04-12,202.93
2007-04-13,202.91
2007-04-16,203.2
2007-04-17,203.54
2007-04-18,203.83
2007-04-19,203.88
2007-04-20,204.08
2007-04-23,204.41
2007-04-24,204.64
2007-04-25,204.62
2007-04-26,204.56
2007-04-27,204.5
2007-04-30,204.82
2007-05-01,204.86
2007-05-02,204.93
2007-05-03,204.87
2007-05-04,205.06
2007-05-07,205.23
2007-05-08,205.24
2007-05-09,205.24
2007-05-10,205.42
2007-05-11,205.36
2007-05-14,205.51
2007-05-15,205.54
2007-05-16,205.61
2007-05-17,205.46
2007-05-18,205.32
2007-05-21,205.63
2007-05-22,205.53
2007-05-23,205.45
2007-05-24,205.48
2007-05-25,205.42
2007-05-29,205.51
2007-05-30,205.46
2007-05-31,205.47
2007-06-01,205.2
2007-06-04,205.35
2007-06-05,205.11
2007-06-06,204.8
2007-06-07,203.81
2007-06-08,203.38
2007-06-11,203.37
2007-06-12,202.48
2007-06-13,202.54
2007-06-14,202.51
2007-06-15,202.78
2007-06-18,203.07
2007-06-19,203.23
2007-06-20,203.07
2007-06-21,202.33
2007-06-22,202.31
2007-06-25,202.24
2007-06-26,202.13
2007-06-27,201.68
2007-06-28,201.58
2007-06-29,201.89
2007-06-30,201.93
2007-07-02,201.92
2007-07-03,201.76
2007-07-04,201.8
2007-07-05,201.33
2007-07-06,201.19
2007-07-09,201.35
2007-07-10,201.25
2007-07-11,200.63
2007-07-12,200.79
2007-07-13,201.05
2007-07-16,201.56
2007-07-17,201.32
2007-07-18,200.95
2007-07-19,200.74
2007-07-20,200.16
2007-07-23,199.55
2007-07-24,198.61
2007-07-25,198.31
2007-07-26,196.68
2007-07-27,195.64
2007-07-30,195.86
2007-07-31,197.23
2007-08-01,196.67
2007-08-02,197.39
2007-08-03,197.6
2007-08-06,197.18
2007-08-07,197.65
2007-08-08,198.69
2007-08-09,198.75
2007-08-10,198.38
2007-08-13,198.75
2007-08-14,198.63
2007-08-15,198.32
2007-08-16,197.24
2007-08-17,197.68
2007-08-20,197.93
2007-08-21,198.2
2007-08-22,198.64
2007-08-23,199.14
2007-08-24,199.16
2007-08-27,199.53
2007-08-28,199.44
2007-08-29,199.34
2007-08-30,199.52
2007-08-31,199.71
2007-09-03,199.79
2007-09-04,199.92
2007-09-05,200.39
2007-09-06,200.38
2007-09-07,200.68
2007-09-10,200.68
2007-09-11,200.57
2007-09-12,200.86
2007-09-13,200.98
2007-09-14,201.09
2007-09-17,201.51
2007-09-18,202.17
2007-09-19,203.04
2007-09-20,202.62
2007-09-21,203.26
2007-09-24,204.02
2007-09-25,203.75
2007-09-26,204.18
2007-09-27,204.46
2007-09-28,204.29
2007-09-30,204.37
2007-10-01,204.48
2007-10-02,204.65
2007-10-03,204.79
2007-10-04,204.89
2007-10-05,204.63
2007-10-08,204.75
2007-10-09,205.21
2007-10-10,205.46
2007-10-11,205.83
2007-10-12,205.82
2007-10-15,206.09
2007-10-16,205.64
2007-10-17,205.64
2007-10-18,205.08
2007-10-19,205.02
2007-10-22,204.9
2007-10-23,205.23
2007-10-24,205.37
2007-10-25,205.27
2007-10-26,205.11
2007-10-29,205.36
2007-10-30,205.39
2007-10-31,205.21
2007-11-01,205.17
2007-11-02,205.07
2007-11-05,204.68
2007-11-06,204.45
2007-11-07,204.17
2007-11-08,203.78
2007-11-09,203.24
2007-11-12,203.37
2007-11-13,202.83
2007-11-14,202.9
2007-11-15,202.3
2007-11-16,201.63
2007-11-19,201.2
2007-11-20,200.64
2007-11-21,200.51
2007-11-22,200.55
2007-11-23,201.14
2007-11-26,201.68
2007-11-27,200.93
2007-11-28,201.37
2007-11-29,202.05
2007-11-30,202.66
2007-12-03,203.06
2007-12-04,202.64
2007-12-05,202.86
2007-12-06,202.64
2007-12-07,202.78
2007-12-10,203.25
2007-12-11,203.91
2007-12-12,203.59
2007-12-13,203.29
2007-12-14,203.05
2007-12-17,203.04
2007-12-18,203.02
2007-12-19,203.01
2007-12-20,202.71
2007-12-21,202.08
2007-12-24,202.07
2007-12-26,201.99
2007-12-27,202.53
2007-12-28,202.91
2007-12-31,203.28
2008-01-02,203.45
2008-01-03,203.0
2008-01-04,202.53
2008-01-07,202.28
2008-01-08,201.94
2008-01-09,201.2
2008-01-10,201.3
2008-01-11,201.89
2008-01-14,201.95
2008-01-15,202.06
2008-01-16,201.48
2008-01-17,201.04
2008-01-18,201.04
2008-01-21,201.17
2008-01-22,200.62
2008-01-23,200.84
2008-01-24,201.55
2008-01-25,202.65
2008-01-28,202.66
2008-01-29,203.34
2008-01-30,203.33
2008-01-31,203.54
2008-02-01,203.89
2008-02-04,204.1
2008-02-05,203.74
2008-02-06,203.67
2008-02-07,202.82
2008-02-08,202.7
2008-02-11,202.45
2008-02-12,202.13
2008-02-13,202.14
2008-02-14,202.02
2008-02-15,202.02
2008-02-18,202.15
2008-02-19,201.56
2008-02-20,201.14
2008-02-21,201.61
2008-02-22,201.67
2008-02-25,201.8
2008-02-26,202.25
2008-02-27,202.21
2008-02-28,202.08
2008-02-29,201.89
2008-03-03,201.5
2008-03-04,201.31
2008-03-05,201.12
2008-03-06,200.98
2008-03-07,200.83
2008-03-10,200.89
2008-03-11,199.7
2008-03-12,199.29
2008-03-13,198.25
2008-03-14,198.79
2008-03-17,198.24
2008-03-18,198.28
2008-03-19,199.17
2008-03-20,199.13
2008-03-24,199.45
2008-03-25,200.09
2008-03-26,200.27
2008-03-27,200.49
2008-03-28,200.63
2008-03-31,200.11
2008-04-01,200.13
2008-04-02,200.53
2008-04-03,200.97
2008-04-04,202.08
2008-04-07,202.97
2008-04-08,203.13
2008-04-09,203.24
2008-04-10,202.81
2008-04-11,202.98
2008-04-14,202.9
2008-04-15,203.07
2008-04-16,203.19
2008-04-17,203.29
2008-04-18,204.28
2008-04-21,204.86
2008-04-22,205.07
2008-04-23,205.21
2008-04-24,205.07
2008-04-25,205.12
2008-04-28,205.44
2008-04-29,205.5
2008-04-30,205.98
2008-05-01,206.19
2008-05-02,206.3
2008-05-05,206.51
2008-05-06,206.18
2008-05-07,206.33
2008-05-08,206.19
2008-05-09,206.21
2008-05-12,206.12
2008-05-13,205.8
2008-05-14,205.84
2008-05-15,206.25
2008-05-16,206.37
2008-05-19,206.61
2008-05-20,206.76
2008-05-21,206.49
2008-05-22,205.93
2008-05-23,206.01
2008-05-26,206.14
2008-05-27,205.73
2008-05-28,205.72
2008-05-29,205.47
2008-05-30,205.57
2008-05-31,205.57
2008-06-02,205.69
2008-06-03,205.71
2008-06-04,205.51
2008-06-05,206.03
2008-06-06,206.31
2008-06-09,206.12
2008-06-10,205.58
2008-06-11,205.4
2008-06-12,205.0
2008-06-13,204.89
2008-06-16,204.97
2008-06-17,205.02
2008-06-18,204.95
2008-06-19,204.51
2008-06-20,204.31
2008-06-23,204.13
2008-06-24,203.42
2008-06-25,203.4
2008-06-26,203.15
2008-06-27,203.0
2008-06-30,202.91
2008-07-01,202.45
2008-07-02,202.47
2008-07-03,202.25
2008-07-04,202.29
2008-07-07,202.17
2008-07-08,201.84
2008-07-09,202.01
2008-07-10,201.82
2008-07-11,200.92
2008-07-14,201.39
2008-07-15,200.91
2008-07-16,200.68
2008-07-17,200.89
2008-07-18,200.95
2008-07-21,201.3
2008-07-22,201.13
2008-07-23,201.37
2008-07-24,201.43
2008-07-25,201.0
2008-07-28,201.13
2008-07-29,200.79
2008-07-30,200.91
2008-07-31,201.02
2008-08-01,201.02
2008-08-04,201.06
2008-08-05,201.24
2008-08-06,201.33
2008-08-07,201.65
2008-08-08,201.52
2008-08-11,201.61
2008-08-12,202.01
2008-08-13,202.22
2008-08-14,202.33
2008-08-15,202.54
2008-08-18,202.67
2008-08-19,202.38
2008-08-20,202.3
2008-08-21,202.08
2008-08-22,202.01
2008-08-25,202.4
2008-08-26,202.43
2008-08-27,202.62
2008-08-28,202.67
2008-08-29,202.77
2008-08-31,202.81
2008-09-01,202.85
2008-09-02,203.08
2008-09-03,203.1
2008-09-04,203.01
2008-09-05,202.84
2008-09-08,203.16
2008-09-09,203.3
2008-09-10,202.66
2008-09-11,201.74
2008-09-12,201.35
2008-09-15,200.56
2008-09-16,198.77
2008-09-17,197.61
2008-09-18,196.85
2008-09-19,197.32
2008-09-22,197.56
2008-09-23,196.93
2008-09-24,195.44
2008-09-25,193.75
2008-09-26,191.46
2008-09-29,190.18
2008-09-30,188.36
2008-10-01,187.39
2008-10-02,184.81
2008-10-03,184.22
2008-10-06,181.93
2008-10-07,180.32
2008-10-08,177.56
2008-10-09,174.9
2008-10-10,168.62
2008-10-13,168.75
2008-10-14,171.47
2008-10-15,168.05
2008-10-16,165.23
2008-10-17,163.29
2008-10-20,163.24
2008-10-21,163.42
2008-10-22,162.68
2008-10-23,162.05
2008-10-24,159.39
2008-10-27,158.46
2008-10-28,157.97
2008-10-29,157.81
2008-10-30,158.97
2008-10-31,159.86
2008-11-03,160.14
2008-11-04,161.63
2008-11-05,163.46
2008-11-06,163.32
2008-11-07,163.3
2008-11-10,163.67
2008-11-11,163.71
2008-11-12,163.25
2008-11-13,161.87
2008-11-14,161.04
2008-11-17,160.38
2008-11-18,158.73
2008-11-19,156.96
2008-11-20,154.04
2008-11-21,152.34
2008-11-24,152.38
2008-11-25,153.46
2008-11-26,153.84
2008-11-27,153.88
2008-11-28,154.22
2008-11-30,154.31
2008-12-01,153.9
2008-12-02,154.14
2008-12-03,153.07
2008-12-04,152.96
2008-12-05,151.87
2008-12-08,152.55
2008-12-09,153.16
2008-12-10,153.47
2008-12-11,153.3
2008-12-12,152.82
2008-12-15,153.02
2008-12-16,153.48
2008-12-17,154.71
2008-12-18,157.02
2008-12-19,158.18
2008-12-22,159.03
2008-12-23,160.52
2008-12-24,160.77
2008-12-26,160.95
2008-12-29,161.89
2008-12-30,163.53
2008-12-31,164.26
2009-01-02,164.78
2009-01-05,166.91
2009-01-06,171.03
2009-01-07,172.5
2009-01-08,172.22
2009-01-09,173.11
2009-01-12,173.84
2009-01-13,174.02
2009-01-14,173.89
2009-01-15,173.47
2009-01-16,173.9
2009-01-19,174.04
2009-01-20,174.13
2009-01-21,173.6
2009-01-22,173.86
2009-01-23,173.96
2009-01-26,174.01
2009-01-27,174.34
2009-01-28,175.66
2009-01-29,175.95
2009-01-30,175.87
2009-01-31,175.88
2009-02-02,176.08
2009-02-03,175.89
2009-02-04,176.42
2009-02-05,176.88
2009-02-06,177.29
2009-02-09,178.04
2009-02-10,178.94
2009-02-11,178.93
2009-02-12,178.39
2009-02-13,178.03
2009-02-16,178.17
2009-02-17,177.64
2009-02-18,176.93
2009-02-19,177.07
2009-02-20,175.91
2009-02-23,175.97
2009-02-24,174.36
2009-02-25,173.43
2009-02-26,173.73
2009-02-27,173.36
2009-02-28,173.5
2009-03-02,172.47
2009-03-03,171.12
2009-03-04,170.07
2009-03-05,169.3
2009-03-06,168.95
2009-03-09,168.21
2009-03-10,167.87
2009-03-11,169.35
2009-03-12,169.26
2009-03-13,170.16
2009-03-16,171.21
2009-03-17,171.34
2009-03-18,171.68
2009-03-19,172.59
2009-03-20,172.88
2009-03-23,173.75
2009-03-24,174.23
2009-03-25,175.05
2009-03-26,176.84
2009-03-27,177.6
2009-03-30,177.49
2009-03-31,177.87
2009-04-01,177.97
2009-04-02,179.06
2009-04-03,179.31
2009-04-06,179.83
2009-04-07,180.21
2009-04-08,181.08
2009-04-09,182.08
2009-04-13,182.97
2009-04-14,184.21
2009-04-15,184.94
2009-04-16,186.17
2009-04-17,187.64
2009-04-20,187.8
2009-04-21,186.7
2009-04-22,186.72
2009-04-23,187.19
2009-04-24,188.13
2009-04-27,188.56
2009-04-28,188.66
2009-04-29,189.75
2009-04-30,191.37
2009-05-01,192.13
2009-05-04,193.24
2009-05-05,193.9
2009-05-06,194.79
2009-05-07,196.04
2009-05-08,197.19
2009-05-11,197.31
2009-05-12,196.72
2009-05-13,196.27
2009-05-14,195.68
2009-05-15,195.35
2009-05-18,195.2
2009-05-19,195.96
2009-05-20,197.28
2009-05-21,197.41
2009-05-22,198.29
2009-05-25,198.44
2009-05-26,198.63
2009-05-27,199.09
2009-05-28,199.69
2009-05-29,200.71
2009-05-31,200.76
2009-06-01,201.31
2009-06-02,202.74
2009-06-03,203.59
2009-06-04,203.9
2009-06-05,203.91
2009-06-08,204.17
2009-06-09,204.43
2009-06-10,204.75
2009-06-11,205.31
2009-06-12,206.04
2009-06-15,206.49
2009-06-16,206.38
2009-06-17,205.59
2009-06-18,204.42
2009-06-19,204.62
2009-06-22,204.74
2009-06-23,204.45
2009-06-24,203.96
2009-06-25,204.27
2009-06-26,204.47
2009-06-29,204.71
2009-06-30,205.02
2009-07-01,205.35
2009-07-02,205.83
2009-07-03,205.88
2009-07-06,205.76
2009-07-07,206.06
2009-07-08,205.97
2009-07-09,205.38
2009-07-10,205.78
2009-07-13,205.47
2009-07-14,205.76
2009-07-15,206.14
2009-07-16,205.81
2009-07-17,206.63
2009-07-20,207.59
2009-07-21,208.62
2009-07-22,208.76
2009-07-23,209.29
2009-07-24,210.25
2009-07-27,211.09
2009-07-28,211.97
2009-07-29,212.63
2009-07-30,213.4
2009-07-31,214.54
2009-08-03,214.82
2009-08-04,215.36
2009-08-05,215.84
2009-08-06,216.71
2009-08-07,217.04
2009-08-10,217.86
2009-08-11,218.04
2009-08-12,217.06
2009-08-13,217.17
2009-08-14,217.13
2009-08-17,216.53
2009-08-18,216.07
2009-08-19,216.11
2009-08-20,216.18
2009-08-21,216.27
2009-08-24,216.98
2009-08-25,217.53
2009-08-26,217.74
2009-08-27,218.08
2009-08-28,218.34
2009-08-31,218.4
2009-09-01,218.46
2009-09-02,218.66
2009-09-03,218.68
2009-09-04,218.56
2009-09-07,218.71
2009-09-08,218.95
2009-09-09,219.27
2009-09-10,220.35
2009-09-11,221.07
2009-09-14,222.39
2009-09-15,223.41
2009-09-16,224.54
2009-09-17,225.19
2009-09-18,225.32
2009-09-21,225.73
2009-09-22,226.46
2009-09-23,227.24
2009-09-24,227.65
2009-09-25,227.89
2009-09-28,228.16
2009-09-29,228.16
2009-09-30,228.06
2009-10-01,227.94
2009-10-02,227.32
2009-10-05,227.65
2009-10-06,228.28
2009-10-07,228.78
2009-10-08,229.02
2009-10-09,228.84
2009-10-12,228.98
2009-10-13,229.39
2009-10-14,229.69
2009-10-15,229.67
2009-10-16,230.0
2009-10-19,230.25
2009-10-20,230.78
2009-10-21,230.86
2009-10-22,230.98
2009-10-23,231.14
2009-10-26,231.35
2009-10-27,231.57
2009-10-28,231.12
2009-10-29,230.71
2009-10-30,231.1
2009-10-31,231.1
2009-11-02,230.85
2009-11-03,230.52
2009-11-04,230.49
2009-11-05,230.67
2009-11-06,230.71
2009-11-09,231.08
2009-11-10,231.51
2009-11-11,231.56
2009-11-12,231.7
2009-11-13,231.89
2009-11-16,232.36
2009-11-17,232.46
2009-11-18,232.49
2009-11-19,232.57
2009-11-20,232.45
2009-11-23,232.58
2009-11-24,232.7
2009-11-25,232.88
2009-11-26,232.93
2009-11-27,233.07
2009-11-30,232.88
2009-12-01,232.77
2009-12-02,233.06
2009-12-03,233.41
2009-12-04,233.62
2009-12-07,234.14
2009-12-08,234.56
2009-12-09,234.77
2009-12-10,235.1
2009-12-11,235.39
2009-12-14,236.03
2009-12-15,236.56
2009-12-16,236.98
2009-12-17,237.53
2009-12-18,237.6
2009-12-21,237.52
2009-12-22,237.68
2009-12-23,237.9
2009-12-24,237.84
2009-12-28,237.99
2009-12-29,238.28
2009-12-30,238.49
2009-12-31,238.53
2010-01-04,239.14
2010-01-05,240.1
2010-01-06,240.76
2010-01-07,241.56
2010-01-08,242.08
2010-01-11,242.46
2010-01-12,242.89
2010-01-13,242.81
2010-01-14,242.99
2010-01-15,242.99
2010-01-18,243.14
2010-01-19,242.82
2010-01-20,242.72
2010-01-21,242.81
2010-01-22,242.26
2010-01-25,241.74
2010-01-26,241.59
2010-01-27,241.59
2010-01-28,241.52
2010-01-29,241.69
2010-01-31,241.74
2010-02-01,241.46
2010-02-02,241.72
2010-02-03,241.95
2010-02-04,241.92
2010-02-05,241.23
2010-02-08,240.72
2010-02-09,240.13
2010-02-10,239.45
2010-02-11,238.92
2010-02-12,238.8
2010-02-15,238.95
2010-02-16,239.02
2010-02-17,239.79
2010-02-18,240.49
2010-02-19,241.33
2010-02-22,242.02
2010-02-23,242.35
2010-02-24,242.6
2010-02-25,242.69
2010-02-26,242.83
2010-02-28,243.03
2010-03-01,243.45
2010-03-02,244.27
2010-03-03,244.61
2010-03-04,245.06
2010-03-05,245.33
2010-03-08,246.08
2010-03-09,246.59
2010-03-10,247.31
2010-03-11,247.43
2010-03-12,247.75
2010-03-15,247.78
2010-03-16,248.06
2010-03-17,248.53
2010-03-18,248.91
2010-03-19,249.05
2010-03-22,249.16
2010-03-23,249.22
2010-03-24,249.12
2010-03-25,249.35
2010-03-26,249.81
2010-03-29,250.17
2010-03-30,250.25
2010-03-31,250.34
2010-04-01,250.26
2010-04-05,250.22
2010-04-06,250.5
2010-04-07,250.99
2010-04-08,250.93
2010-04-09,251.24
2010-04-12,251.76
2010-04-13,252.11
2010-04-14,252.41
2010-04-15,253.09
2010-04-16,253.71
2010-04-19,253.55
2010-04-20,253.9
2010-04-21,254.31
2010-04-22,254.5
2010-04-23,254.47
2010-04-26,254.85
2010-04-27,255.08
2010-04-28,254.71
2010-04-29,254.92
2010-04-30,255.11
2010-05-03,255.02
2010-05-04,254.93
2010-05-05,253.74
2010-05-06,252.04
2010-05-07,249.73
2010-05-10,250.85
2010-05-11,250.36
2010-05-12,251.28
2010-05-13,251.74
2010-05-14,251.26
2010-05-17,250.84
2010-05-18,251.12
2010-05-19,249.87
2010-05-20,248.0
2010-05-21,247.44
2010-05-24,247.71
2010-05-25,245.83
2010-05-26,246.49
2010-05-27,247.0
2010-05-28,247.72
2010-05-31,247.82
2010-06-01,247.48
2010-06-02,247.09
2010-06-03,247.8
2010-06-04,247.7
2010-06-07,247.55
2010-06-08,247.02
2010-06-09,247.01
2010-06-10,246.49
2010-06-11,246.7
2010-06-14,247.11
2010-06-15,247.8
2010-06-16,248.66
2010-06-17,249.84
2010-06-18,250.37
2010-06-21,251.58
2010-06-22,251.79
2010-06-23,251.82
2010-06-24,251.41
2010-06-25,251.54
2010-06-28,252.05
2010-06-29,251.71
2010-06-30,251.85
2010-07-01,251.68
2010-07-02,251.6
2010-07-05,251.76
2010-07-06,252.2
2010-07-07,252.4
2010-07-08,253.07
2010-07-09,253.59
2010-07-12,254.27
2010-07-13,255.12
2010-07-14,255.78
2010-07-15,256.25
2010-07-16,256.58
2010-07-19,256.62
2010-07-20,256.83
2010-07-21,257.49
2010-07-22,257.89
2010-07-23,258.18
2010-07-26,258.86
2010-07-27,259.31
2010-07-28,259.97
2010-07-29,260.1
2010-07-30,260.45
2010-07-31,260.46
2010-08-02,260.52
2010-08-03,261.04
2010-08-04,261.26
2010-08-05,261.45
2010-08-06,261.75
2010-08-09,262.0
2010-08-10,261.94
2010-08-11,261.57
2010-08-12,261.01
2010-08-13,261.08
2010-08-16,261.59
2010-08-17,261.7
2010-08-18,262.03
2010-08-19,262.39
2010-08-20,262.19
2010-08-23,262.44
2010-08-24,262.51
2010-08-25,262.21
2010-08-26,262.39
2010-08-27,262.13
2010-08-30,262.66
2010-08-31,262.69
2010-09-01,262.87
2010-09-02,263.22
2010-09-03,263.39
2010-09-06,263.55
2010-09-07,264.08
2010-09-08,264.35
2010-09-09,264.42
2010-09-10,265.01
2010-09-13,265.88
2010-09-14,266.52
2010-09-15,266.67
2010-09-16,266.93
2010-09-17,267.25
2010-09-20,267.79
2010-09-21,268.2
2010-09-22,268.18
2010-09-23,268.13
2010-09-24,268.17
2010-09-27,268.75
2010-09-28,269.09
2010-09-29,269.37
2010-09-30,269.88
2010-10-01,270.26
2010-10-04,270.67
2010-10-05,271.14
2010-10-06,272.0
2010-10-07,272.44
2010-10-08,272.66
2010-10-11,272.82
2010-10-12,272.96
2010-10-13,273.5
2010-10-14,273.4
2010-10-15,273.33
2010-10-18,273.62
2010-10-19,273.68
2010-10-20,273.6
2010-10-21,273.89
2010-10-22,274.06
2010-10-25,274.64
2010-10-26,274.8
2010-10-27,274.95
2010-10-28,275.12
2010-10-29,275.33
2010-10-31,275.39
2010-11-01,275.41
2010-11-02,275.59
2010-11-03,275.63
2010-11-04,276.51
2010-11-05,276.75
2010-11-08,276.92
2010-11-09,276.83
2010-11-10,276.38
2010-11-11,276.43
2010-11-12,275.4
2010-11-15,274.73
2010-11-16,273.46
2010-11-17,273.12
2010-11-18,273.46
2010-11-19,273.28
2010-11-22,273.37
2010-11-23,272.63
2010-11-24,272.05
2010-11-25,272.1
2010-11-26,272.26
2010-11-29,271.88
2010-11-30,271.38
2010-12-01,271.48
2010-12-02,271.96
2010-12-03,272.33
2010-12-06,272.84
2010-12-07,272.78
2010-12-08,272.41
2010-12-09,272.42
2010-12-10,272.4
2010-12-13,272.61
2010-12-14,272.28
2010-12-15,272.08
2010-12-16,272.05
2010-12-17,272.31
2010-12-20,272.42
2010-12-21,272.61
2010-12-22,272.8
2010-12-23,272.88
2010-12-24,272.93
2010-12-27,273.22
2010-12-28,273.23
2010-12-29,273.68
2010-12-30,273.83
2010-12-31,274.14
2011-01-03,274.73
2011-01-04,275.17
2011-01-05,275.29
2011-01-06,275.76
2011-01-07,276.03
2011-01-10,276.07
2011-01-11,276.27
2011-01-12,276.53
2011-01-13,276.95
2011-01-14,277.08
2011-01-17,277.24
2011-01-18,277.29
2011-01-19,277.53
2011-01-20,277.24
2011-01-21,277.37
2011-01-24,277.78
2011-01-25,278.18
2011-01-26,278.13
2011-01-27,278.44
2011-01-28,278.65
2011-01-31,278.56
2011-02-01,278.69
2011-02-02,278.89
2011-02-03,279.01
2011-02-04,279.14
2011-02-07,279.71
2011-02-08,279.76
2011-02-09,279.93
2011-02-10,279.72
2011-02-11,279.86
2011-02-14,280.2
2011-02-15,280.38
2011-02-16,280.53
2011-02-17,281.02
2011-02-18,281.2
2011-02-21,281.36
2011-02-22,281.61
2011-02-23,281.3
2011-02-24,281.22
2011-02-25,281.38
2011-02-28,281.84
2011-03-01,282.16
2011-03-02,282.11
2011-03-03,282.14
2011-03-04,282.48
2011-03-07,282.61
2011-03-08,282.78
2011-03-09,283.01
2011-03-10,282.89
2011-03-11,282.72
2011-03-14,282.9
2011-03-15,281.96
2011-03-16,282.25
2011-03-17,282.3
2011-03-18,282.66
2011-03-21,282.77
2011-03-22,282.92
2011-03-23,283.04
2011-03-24,283.1
2011-03-25,283.11
2011-03-28,283.35
2011-03-29,283.24
2011-03-30,283.43
2011-03-31,283.59
2011-04-01,283.82
2011-04-04,284.29
2011-04-05,284.36
2011-04-06,284.69
2011-04-07,285.02
2011-04-08,285.16
2011-04-11,285.39
2011-04-12,285.39
2011-04-13,285.63
2011-04-14,285.62
2011-04-15,285.89
2011-04-18,286.0
2011-04-19,286.1
2011-04-20,286.24
2011-04-21,286.37
2011-04-25,286.67
2011-04-26,286.9
2011-04-27,286.92
2011-04-28,287.24
2011-04-29,287.58
2011-04-30,287.64
2011-05-02,287.91
2011-05-03,288.07
2011-05-04,288.26
2011-05-05,288.44
2011-05-06,288.59
2011-05-09,288.81
2011-05-10,288.77
2011-05-11,289.05
2011-05-12,288.94
2011-05-13,289.19
2011-05-16,289.59
2011-05-17,289.74
2011-05-18,289.62
2011-05-19,289.87
2011-05-20,290.01
2011-05-23,289.91
2011-05-24,290.09
2011-05-25,289.88
2011-05-26,290.12
2011-05-27,290.03
2011-05-30,290.2
2011-05-31,290.35
2011-06-01,290.61
2011-06-02,290.05
2011-06-03,289.71
2011-06-06,289.7
2011-06-07,289.37
2011-06-08,289.29
2011-06-09,288.84
2011-06-10,288.66
2011-06-13,288.34
2011-06-14,288.08
2011-06-15,288.23
2011-06-16,287.6
2011-06-17,287.27
2011-06-20,286.98
2011-06-21,287.01
2011-06-22,287.2
2011-06-23,287.03
2011-06-24,286.98
2011-06-27,286.56
2011-06-28,286.39
2011-06-29,286.93
2011-06-30,287.85
2011-07-01,288.12
2011-07-04,288.29
2011-07-05,289.01
2011-07-06,289.21
2011-07-07,289.65
2011-07-08,290.16
2011-07-11,289.96
2011-07-12,289.73
2011-07-13,290.1
2011-07-14,290.09
2011-07-15,290.24
2011-07-18,290.16
2011-07-19,290.29
2011-07-20,290.48
2011-07-21,290.69
2011-07-22,291.29
2011-07-25,291.37
2011-07-26,291.85
2011-07-27,291.85
2011-07-28,291.82
2011-07-29,292.08
2011-07-31,292.13
