DATE,BAMLHYH0A2BTRIV
2006-09-25,171.44
2006-09-26,171.58
2006-09-27,171.87
2006-09-28,171.93
2006-09-29,172.04
2006-09-30,172.08
2006-10-02,172.22
2006-10-03,172.28
2006-10-04,172.58
2006-10-05,172.72
2006-10-06,172.71
2006-10-09,172.82
2006-10-10,172.76
2006-10-11,172.8
2006-10-12,173.07
2006-10-13,173.13
2006-10-16,173.31
2006-10-17,173.33
2006-10-18,173.4
2006-10-19,173.44
2006-10-20,173.47
2006-10-23,173.46
2006-10-24,173.53
2006-10-25,173.56
2006-10-26,173.82
2006-10-27,174.06
2006-10-30,174.24
2006-10-31,174.44
2006-11-01,174.73
2006-11-02,174.88
2006-11-03,174.9
2006-11-06,175.05
2006-11-07,175.34
2006-11-08,175.48
2006-11-09,175.65
2006-11-10,175.82
2006-11-13,176.02
2006-11-14,176.22
2006-11-15,176.41
2006-11-16,176.58
2006-11-17,176.63
2006-11-20,176.64
2006-11-21,176.31
2006-11-22,176.25
2006-11-23,176.29
2006-11-24,176.35
2006-11-27,176.45
2006-11-28,176.31
2006-11-29,176.73
2006-11-30,177.04
2006-12-01,177.24
2006-12-04,177.37
2006-12-05,177.77
2006-12-06,177.99
2006-12-07,178.1
2006-12-08,177.98
2006-12-11,178.17
2006-12-12,178.14
2006-12-13,177.93
2006-12-14,177.82
2006-12-15,177.98
2006-12-18,178.03
2006-12-19,178.07
2006-12-20,178.19
2006-12-21,178.37
2006-12-22,178.46
2006-12-26,178.68
2006-12-27,178.82
2006-12-28,178.91
2006-12-29,178.97
2006-12-31,179.05
2007-01-02,179.12
2007-01-03,179.32
2007-01-04,179.37
2007-01-05,179.28
2007-01-08,179.4
2007-01-09,179.62
2007-01-10,179.69
2007-01-11,179.77
2007-01-12,179.8
2007-01-15,179.91
2007-01-16,180.19
2007-01-17,180.53
2007-01-18,180.63
2007-01-19,180.69
2007-01-22,180.89
2007-01-23,180.98
2007-01-24,181.18
2007-01-25,181.33
2007-01-26,181.2
2007-01-29,181.39
2007-01-30,181.18
2007-01-31,181.07
2007-02-01,181.39
2007-02-02,181.52
2007-02-05,181.7
2007-02-06,181.99
2007-02-07,182.36
2007-02-08,182.4
2007-02-09,182.54
2007-02-12,182.53
2007-02-13,182.65
2007-02-14,182.99
2007-02-15,183.29
2007-02-16,183.51
2007-02-19,183.63
2007-02-20,183.72
2007-02-21,183.93
2007-02-22,184.03
2007-02-23,184.03
2007-02-26,184.18
2007-02-27,183.56
2007-02-28,183.45
2007-03-01,183.24
2007-03-02,182.96
2007-03-05,182.4
2007-03-06,182.7
2007-03-07,183.2
2007-03-08,183.8
2007-03-09,183.87
2007-03-12,183.92
2007-03-13,183.53
2007-03-14,183.18
2007-03-15,183.44
2007-03-16,183.37
2007-03-19,183.5
2007-03-20,183.51
2007-03-21,183.71
2007-03-22,184.02
2007-03-23,184.06
2007-03-26,184.12
2007-03-27,184.09
2007-03-28,183.92
2007-03-29,184.0
2007-03-30,184.07
2007-03-31,184.11
2007-04-02,184.05
2007-04-03,184.09
2007-04-04,183.96
2007-04-05,184.04
2007-04-09,184.23
2007-04-10,184.36
2007-04-11,184.48
2007-04-12,184.53
2007-04-13,184.7
2007-04-16,185.03
2007-04-17,185.23
2007-04-18,185.41
2007-04-19,185.56
2007-04-20,185.81
2007-04-23,186.03
2007-04-24,186.23
2007-04-25,186.3
2007-04-26,186.37
2007-04-27,186.34
2007-04-30,186.52
2007-05-01,186.41
2007-05-02,186.55
2007-05-03,186.65
2007-05-04,186.77
2007-05-07,186.93
2007-05-08,186.98
2007-05-09,187.06
2007-05-10,187.19
2007-05-11,187.24
2007-05-14,187.4
2007-05-15,187.61
2007-05-16,187.57
2007-05-17,187.53
2007-05-18,187.61
2007-05-21,187.84
2007-05-22,187.92
2007-05-23,187.98
2007-05-24,187.98
2007-05-25,187.93
2007-05-29,188.02
2007-05-30,187.9
2007-05-31,188.02
2007-06-01,187.99
2007-06-04,188.02
2007-06-05,187.94
2007-06-06,187.61
2007-06-07,186.8
2007-06-08,186.53
2007-06-11,186.71
2007-06-12,186.1
2007-06-13,186.07
2007-06-14,186.23
2007-06-15,186.42
2007-06-18,186.66
2007-06-19,186.52
2007-06-20,186.34
2007-06-21,185.77
2007-06-22,185.76
2007-06-25,185.35
2007-06-26,185.35
2007-06-27,184.71
2007-06-28,184.86
2007-06-29,184.95
2007-06-30,184.99
2007-07-02,184.93
2007-07-03,184.94
2007-07-04,184.98
2007-07-05,184.88
2007-07-06,184.8
2007-07-09,184.89
2007-07-10,184.36
2007-07-11,183.87
2007-07-12,184.17
2007-07-13,184.45
2007-07-16,184.81
2007-07-17,184.79
2007-07-18,184.15
2007-07-19,184.09
2007-07-20,183.29
2007-07-23,182.73
2007-07-24,181.6
2007-07-25,181.2
2007-07-26,178.98
2007-07-27,177.83
2007-07-30,178.05
2007-07-31,179.37
2007-08-01,178.77
2007-08-02,179.66
2007-08-03,179.85
2007-08-06,179.48
2007-08-07,180.05
2007-08-08,181.29
2007-08-09,181.16
2007-08-10,180.74
2007-08-13,181.17
2007-08-14,181.18
2007-08-15,180.61
2007-08-16,179.15
2007-08-17,179.61
2007-08-20,180.02
2007-08-21,180.33
2007-08-22,180.8
2007-08-23,181.43
2007-08-24,181.46
2007-08-27,181.66
2007-08-28,181.51
2007-08-29,181.37
2007-08-30,181.46
2007-08-31,181.61
2007-09-03,181.7
2007-09-04,181.73
2007-09-05,182.0
2007-09-06,182.12
2007-09-07,182.09
2007-09-10,182.1
2007-09-11,182.14
2007-09-12,182.09
2007-09-13,182.44
2007-09-14,182.56
2007-09-17,182.97
2007-09-18,183.59
2007-09-19,184.55
2007-09-20,184.44
2007-09-21,185.23
2007-09-24,185.71
2007-09-25,185.49
2007-09-26,185.82
2007-09-27,185.96
2007-09-28,185.9
2007-09-30,185.98
2007-10-01,186.08
2007-10-02,186.31
2007-10-03,186.48
2007-10-04,186.83
2007-10-05,187.02
2007-10-08,187.15
2007-10-09,187.57
2007-10-10,187.78
2007-10-11,188.19
2007-10-12,188.25
2007-10-15,188.55
2007-10-16,188.08
2007-10-17,187.81
2007-10-18,187.23
2007-10-19,186.83
2007-10-22,186.7
2007-10-23,187.11
2007-10-24,187.18
2007-10-25,187.22
2007-10-26,187.14
2007-10-29,187.28
2007-10-30,187.29
2007-10-31,187.54
2007-11-01,187.09
2007-11-02,186.95
2007-11-05,186.71
2007-11-06,186.86
2007-11-07,186.4
2007-11-08,185.96
2007-11-09,185.56
2007-11-12,185.69
2007-11-13,184.94
2007-11-14,185.15
2007-11-15,184.45
2007-11-16,183.73
2007-11-19,182.44
2007-11-20,182.05
2007-11-21,181.21
2007-11-22,181.25
2007-11-23,181.32
2007-11-26,181.67
2007-11-27,181.35
2007-11-28,182.01
2007-11-29,182.62
2007-11-30,183.63
2007-12-03,183.69
2007-12-04,183.31
2007-12-05,183.62
2007-12-06,183.67
2007-12-07,184.03
2007-12-10,184.47
2007-12-11,184.95
2007-12-12,184.74
2007-12-13,184.33
2007-12-14,184.28
2007-12-17,184.24
2007-12-18,184.2
2007-12-19,184.2
2007-12-20,184.07
2007-12-21,184.02
2007-12-24,184.1
2007-12-26,184.16
2007-12-27,184.28
2007-12-28,184.37
2007-12-31,184.55
2008-01-02,184.51
2008-01-03,183.98
2008-01-04,183.08
2008-01-07,182.61
2008-01-08,182.3
2008-01-09,180.95
2008-01-10,181.29
2008-01-11,181.5
2008-01-14,181.75
2008-01-15,181.74
2008-01-16,181.07
2008-01-17,180.43
2008-01-18,180.13
2008-01-21,180.26
2008-01-22,179.17
2008-01-23,178.78
2008-01-24,179.9
2008-01-25,181.43
2008-01-28,181.33
2008-01-29,182.09
2008-01-30,182.32
2008-01-31,182.06
2008-02-01,182.57
2008-02-04,182.8
2008-02-05,182.33
2008-02-06,181.94
2008-02-07,181.19
2008-02-08,180.34
2008-02-11,179.65
2008-02-12,179.27
2008-02-13,179.34
2008-02-14,179.69
2008-02-15,179.42
2008-02-18,179.55
2008-02-19,179.18
2008-02-20,178.72
2008-02-21,179.29
2008-02-22,179.43
2008-02-25,179.88
2008-02-26,180.82
2008-02-27,180.94
2008-02-28,180.56
2008-02-29,179.66
2008-03-03,179.41
2008-03-04,179.16
2008-03-05,179.37
2008-03-06,179.1
2008-03-07,178.54
2008-03-10,178.02
2008-03-11,177.74
2008-03-12,177.55
2008-03-13,176.42
2008-03-14,176.41
2008-03-17,175.64
2008-03-18,176.31
2008-03-19,177.21
2008-03-20,177.2
2008-03-24,178.44
2008-03-25,179.49
2008-03-26,179.46
2008-03-27,179.52
2008-03-28,179.62
2008-03-31,179.12
2008-04-01,179.58
2008-04-02,180.61
2008-04-03,181.06
2008-04-04,182.12
2008-04-07,183.1
2008-04-08,182.91
2008-04-09,182.64
2008-04-10,182.29
2008-04-11,182.46
2008-04-14,182.35
2008-04-15,182.6
2008-04-16,183.2
2008-04-17,183.46
2008-04-18,184.96
2008-04-21,185.35
2008-04-22,185.82
2008-04-23,186.01
2008-04-24,186.05
2008-04-25,186.25
2008-04-28,186.74
2008-04-29,186.76
2008-04-30,187.43
2008-05-01,187.76
2008-05-02,188.66
2008-05-05,188.77
2008-05-06,188.17
2008-05-07,188.32
2008-05-08,188.13
2008-05-09,187.75
2008-05-12,187.78
2008-05-13,187.69
2008-05-14,188.03
2008-05-15,188.65
2008-05-16,189.18
2008-05-19,189.92
2008-05-20,189.9
2008-05-21,189.72
2008-05-22,189.21
2008-05-23,189.12
2008-05-26,189.26
2008-05-27,188.16
2008-05-28,188.36
2008-05-29,188.38
2008-05-30,188.55
2008-05-31,188.55
2008-06-02,188.25
2008-06-03,188.02
2008-06-04,187.48
2008-06-05,188.29
2008-06-06,188.67
2008-06-09,188.3
2008-06-10,187.91
2008-06-11,187.88
2008-06-12,187.73
2008-06-13,187.65
2008-06-16,187.75
2008-06-17,188.09
2008-06-18,187.61
2008-06-19,187.04
2008-06-20,186.23
2008-06-23,185.24
2008-06-24,183.68
2008-06-25,183.77
2008-06-26,182.5
2008-06-27,181.58
2008-06-30,181.81
2008-07-01,180.66
2008-07-02,180.7
2008-07-03,179.69
2008-07-04,179.73
2008-07-07,179.33
2008-07-08,178.78
2008-07-09,179.94
2008-07-10,179.39
2008-07-11,178.25
2008-07-14,178.91
2008-07-15,178.02
2008-07-16,177.97
2008-07-17,179.06
2008-07-18,179.65
2008-07-21,180.76
2008-07-22,180.15
2008-07-23,181.0
2008-07-24,180.8
2008-07-25,180.54
2008-07-28,179.68
2008-07-29,179.06
2008-07-30,179.05
2008-07-31,178.5
2008-08-01,177.37
2008-08-04,177.11
2008-08-05,177.22
2008-08-06,177.56
2008-08-07,177.81
2008-08-08,177.67
2008-08-11,178.09
2008-08-12,178.68
2008-08-13,178.45
2008-08-14,178.4
2008-08-15,178.85
2008-08-18,178.95
2008-08-19,178.35
2008-08-20,178.3
2008-08-21,177.92
2008-08-22,177.91
2008-08-25,178.11
2008-08-26,178.22
2008-08-27,178.35
2008-08-28,178.61
2008-08-29,178.73
2008-08-31,178.77
2008-09-01,178.82
2008-09-02,179.07
2008-09-03,179.09
2008-09-04,179.01
2008-09-05,178.83
2008-09-08,179.59
2008-09-09,179.59
2008-09-10,179.28
2008-09-11,179.1
2008-09-12,179.25
2008-09-15,177.55
2008-09-16,175.39
2008-09-17,174.19
2008-09-18,172.58
2008-09-19,174.44
2008-09-22,174.03
2008-09-23,172.74
2008-09-24,171.42
2008-09-25,168.96
2008-09-26,166.81
2008-09-29,165.3
2008-09-30,163.32
2008-10-01,162.1
2008-10-02,157.65
2008-10-03,156.31
2008-10-06,152.69
2008-10-07,151.97
2008-10-08,148.61
2008-10-09,145.9
2008-10-10,138.03
2008-10-13,138.17
2008-10-14,142.46
2008-10-15,139.48
2008-10-16,136.88
2008-10-17,136.54
2008-10-20,138.57
2008-10-21,139.21
2008-10-22,138.7
2008-10-23,137.06
2008-10-24,135.03
2008-10-27,134.82
2008-10-28,135.66
2008-10-29,138.88
2008-10-30,140.42
2008-10-31,139.43
2008-11-03,139.78
2008-11-04,141.27
2008-11-05,141.34
2008-11-06,140.74
2008-11-07,139.31
2008-11-10,139.48
2008-11-11,139.52
2008-11-12,137.16
2008-11-13,135.86
2008-11-14,134.42
2008-11-17,133.39
2008-11-18,131.4
2008-11-19,128.07
2008-11-20,124.62
2008-11-21,122.29
2008-11-24,121.88
2008-11-25,123.15
2008-11-26,124.13
2008-11-27,124.17
2008-11-28,124.4
2008-11-30,124.49
2008-12-01,124.1
2008-12-02,123.96
2008-12-03,123.22
2008-12-04,123.0
2008-12-05,121.54
2008-12-08,122.03
2008-12-09,122.39
2008-12-10,122.37
2008-12-11,122.03
2008-12-12,120.96
2008-12-15,121.13
2008-12-16,120.87
2008-12-17,121.8
2008-12-18,123.42
2008-12-19,124.41
2008-12-22,125.39
2008-12-23,126.83
2008-12-24,127.01
2008-12-26,127.36
2008-12-29,128.8
2008-12-30,131.99
2008-12-31,132.84
2009-01-02,133.48
2009-01-05,136.22
2009-01-06,140.08
2009-01-07,141.49
2009-01-08,140.76
2009-01-09,141.91
2009-01-12,142.5
2009-01-13,142.24
2009-01-14,141.2
2009-01-15,140.34
2009-01-16,141.02
2009-01-19,141.16
2009-01-20,140.53
2009-01-21,140.27
2009-01-22,140.25
2009-01-23,139.97
2009-01-26,140.17
2009-01-27,140.28
2009-01-28,141.49
2009-01-29,141.86
2009-01-30,141.94
2009-01-31,141.95
2009-02-02,141.76
2009-02-03,141.99
2009-02-04,142.68
2009-02-05,143.12
2009-02-06,143.4
2009-02-09,143.96
2009-02-10,144.42
2009-02-11,144.27
2009-02-12,143.36
2009-02-13,143.15
2009-02-16,143.3
2009-02-17,142.34
2009-02-18,141.46
2009-02-19,141.11
2009-02-20,140.21
2009-02-23,139.7
2009-02-24,138.1
2009-02-25,137.74
2009-02-26,137.73
2009-02-27,136.6
2009-02-28,136.74
2009-03-02,134.73
2009-03-03,133.61
2009-03-04,132.08
2009-03-05,131.02
2009-03-06,130.75
2009-03-09,129.6
2009-03-10,130.19
2009-03-11,131.75
2009-03-12,131.67
2009-03-13,132.88
2009-03-16,134.0
2009-03-17,134.07
2009-03-18,133.91
2009-03-19,134.55
2009-03-20,134.7
2009-03-23,135.53
2009-03-24,136.15
2009-03-25,136.95
2009-03-26,137.73
2009-03-27,138.44
2009-03-30,138.16
2009-03-31,138.16
2009-04-01,137.77
2009-04-02,139.02
2009-04-03,139.87
2009-04-06,140.36
2009-04-07,140.56
2009-04-08,141.0
2009-04-09,141.62
2009-04-13,142.65
2009-04-14,144.2
2009-04-15,144.91
2009-04-16,146.2
2009-04-17,148.26
2009-04-20,148.3
2009-04-21,147.21
2009-04-22,147.57
2009-04-23,148.04
2009-04-24,148.94
2009-04-27,149.16
2009-04-28,149.54
2009-04-29,151.22
2009-04-30,153.35
2009-05-01,153.53
2009-05-04,154.23
2009-05-05,155.12
2009-05-06,156.22
2009-05-07,157.82
2009-05-08,159.2
2009-05-11,158.91
2009-05-12,158.83
2009-05-13,158.31
2009-05-14,157.98
2009-05-15,157.93
2009-05-18,158.17
2009-05-19,159.03
2009-05-20,160.33
2009-05-21,160.36
2009-05-22,160.45
2009-05-25,160.58
2009-05-26,160.84
2009-05-27,161.42
2009-05-28,161.83
2009-05-29,162.65
2009-05-31,162.7
2009-06-01,163.51
2009-06-02,164.78
2009-06-03,165.19
2009-06-04,165.33
2009-06-05,165.82
2009-06-08,166.23
2009-06-09,166.89
2009-06-10,167.6
2009-06-11,168.18
2009-06-12,168.53
2009-06-15,168.61
2009-06-16,168.57
2009-06-17,167.6
2009-06-18,167.18
2009-06-19,167.8
2009-06-22,167.4
2009-06-23,167.06
2009-06-24,167.15
2009-06-25,167.45
2009-06-26,167.72
2009-06-29,168.06
2009-06-30,168.41
2009-07-01,168.68
2009-07-02,168.93
2009-07-03,168.98
2009-07-06,168.73
2009-07-07,168.69
2009-07-08,168.33
2009-07-09,168.13
2009-07-10,168.07
2009-07-13,167.95
2009-07-14,168.28
2009-07-15,168.97
2009-07-16,168.81
2009-07-17,169.49
2009-07-20,170.35
2009-07-21,171.19
2009-07-22,171.54
2009-07-23,172.32
2009-07-24,172.82
2009-07-27,173.44
2009-07-28,173.97
2009-07-29,174.69
2009-07-30,175.44
2009-07-31,176.25
2009-08-03,177.04
2009-08-04,177.76
2009-08-05,178.15
2009-08-06,178.45
2009-08-07,178.99
2009-08-10,179.52
2009-08-11,179.36
2009-08-12,178.58
2009-08-13,178.44
2009-08-14,178.22
2009-08-17,177.35
2009-08-18,176.88
2009-08-19,176.79
2009-08-20,176.76
2009-08-21,177.03
2009-08-24,177.4
2009-08-25,177.52
2009-08-26,177.64
2009-08-27,177.83
2009-08-28,178.07
2009-08-31,178.3
2009-09-01,178.07
2009-09-02,178.18
2009-09-03,178.36
2009-09-04,178.59
2009-09-07,178.73
2009-09-08,179.02
2009-09-09,179.3
2009-09-10,180.11
2009-09-11,181.02
2009-09-14,181.93
2009-09-15,183.1
2009-09-16,184.46
2009-09-17,184.87
2009-09-18,185.27
2009-09-21,185.34
2009-09-22,185.9
2009-09-23,186.58
2009-09-24,186.76
2009-09-25,186.73
2009-09-28,186.86
2009-09-29,187.09
2009-09-30,187.12
2009-10-01,186.65
2009-10-02,186.09
2009-10-05,186.71
2009-10-06,187.34
2009-10-07,187.51
2009-10-08,188.03
2009-10-09,188.15
2009-10-12,188.29
2009-10-13,188.53
2009-10-14,188.87
2009-10-15,189.2
2009-10-16,189.35
2009-10-19,189.66
2009-10-20,190.11
2009-10-21,190.19
2009-10-22,190.4
2009-10-23,190.58
2009-10-26,190.92
2009-10-27,191.0
2009-10-28,190.39
2009-10-29,190.19
2009-10-30,190.33
2009-10-31,190.34
2009-11-02,190.21
2009-11-03,189.85
2009-11-04,190.03
2009-11-05,190.17
2009-11-06,190.19
2009-11-09,190.56
2009-11-10,190.82
2009-11-11,190.87
2009-11-12,191.02
2009-11-13,191.28
2009-11-16,191.53
2009-11-17,191.72
2009-11-18,191.81
2009-11-19,191.69
2009-11-20,191.7
2009-11-23,191.9
2009-11-24,192.02
2009-11-25,192.11
2009-11-26,192.16
2009-11-27,192.14
2009-11-30,191.82
2009-12-01,192.09
2009-12-02,192.29
2009-12-03,192.52
2009-12-04,192.83
2009-12-07,193.22
2009-12-08,193.29
2009-12-09,193.55
2009-12-10,193.72
2009-12-11,193.84
2009-12-14,194.19
2009-12-15,194.47
2009-12-16,194.78
2009-12-17,194.98
2009-12-18,195.01
2009-12-21,195.21
2009-12-22,195.36
2009-12-23,195.54
2009-12-24,195.59
2009-12-28,195.78
2009-12-29,195.97
2009-12-30,196.09
2009-12-31,196.12
2010-01-04,196.56
2010-01-05,197.3
2010-01-06,198.13
2010-01-07,198.69
2010-01-08,199.1
2010-01-11,199.42
2010-01-12,199.42
2010-01-13,199.51
2010-01-14,199.55
2010-01-15,199.41
2010-01-18,199.55
2010-01-19,199.36
2010-01-20,199.38
2010-01-21,199.2
2010-01-22,198.63
2010-01-25,198.25
2010-01-26,198.08
2010-01-27,198.18
2010-01-28,198.16
2010-01-29,198.29
2010-01-31,198.34
2010-02-01,198.16
2010-02-02,198.29
2010-02-03,198.39
2010-02-04,198.06
2010-02-05,197.01
2010-02-08,196.56
2010-02-09,196.14
2010-02-10,195.47
2010-02-11,194.94
2010-02-12,194.89
2010-02-15,195.03
2010-02-16,195.13
2010-02-17,196.08
2010-02-18,196.77
2010-02-19,197.34
2010-02-22,197.87
2010-02-23,197.7
2010-02-24,197.79
2010-02-25,197.69
2010-02-26,197.98
2010-02-28,198.17
2010-03-01,198.43
2010-03-02,198.99
2010-03-03,199.36
2010-03-04,199.62
2010-03-05,200.11
2010-03-08,200.72
2010-03-09,201.04
2010-03-10,201.29
2010-03-11,201.34
2010-03-12,201.61
2010-03-15,201.69
2010-03-16,201.77
2010-03-17,201.98
2010-03-18,202.29
2010-03-19,202.45
2010-03-22,202.46
2010-03-23,202.61
2010-03-24,202.6
2010-03-25,202.7
2010-03-26,202.94
2010-03-29,203.15
2010-03-30,203.32
2010-03-31,203.25
2010-04-01,203.21
2010-04-05,203.63
2010-04-06,203.91
2010-04-07,204.04
2010-04-08,203.97
2010-04-09,204.21
2010-04-12,204.76
2010-04-13,204.99
2010-04-14,205.34
2010-04-15,205.86
2010-04-16,206.09
2010-04-19,205.8
2010-04-20,206.0
2010-04-21,206.31
2010-04-22,206.42
2010-04-23,206.46
2010-04-26,206.81
2010-04-27,206.93
2010-04-28,206.63
2010-04-29,206.75
2010-04-30,206.83
2010-05-03,206.83
2010-05-04,206.68
2010-05-05,205.55
2010-05-06,203.93
2010-05-07,201.81
2010-05-10,203.13
2010-05-11,202.58
2010-05-12,203.67
2010-05-13,204.06
2010-05-14,203.3
2010-05-17,203.1
2010-05-18,202.94
2010-05-19,201.91
2010-05-20,200.28
2010-05-21,199.64
2010-05-24,200.02
2010-05-25,198.26
2010-05-26,199.15
2010-05-27,199.82
2010-05-28,200.33
2010-05-31,200.43
2010-06-01,200.03
2010-06-02,199.81
2010-06-03,200.56
2010-06-04,200.14
2010-06-07,200.11
2010-06-08,199.47
2010-06-09,199.53
2010-06-10,199.42
2010-06-11,199.51
2010-06-14,199.94
2010-06-15,200.63
2010-06-16,201.33
2010-06-17,202.37
2010-06-18,202.8
2010-06-21,203.92
2010-06-22,203.8
2010-06-23,203.67
2010-06-24,203.3
2010-06-25,203.37
2010-06-28,203.69
2010-06-29,202.98
2010-06-30,202.96
2010-07-01,202.77
2010-07-02,202.98
2010-07-05,203.12
2010-07-06,203.57
2010-07-07,203.72
2010-07-08,204.46
2010-07-09,205.02
2010-07-12,205.39
2010-07-13,206.04
2010-07-14,206.5
2010-07-15,206.7
2010-07-16,206.66
2010-07-19,206.99
2010-07-20,207.16
2010-07-21,207.71
2010-07-22,208.03
2010-07-23,208.46
2010-07-26,208.96
2010-07-27,209.51
2010-07-28,209.72
2010-07-29,209.81
2010-07-30,209.85
2010-07-31,209.86
2010-08-02,210.1
2010-08-03,210.49
2010-08-04,210.73
2010-08-05,210.84
2010-08-06,210.93
2010-08-09,211.3
2010-08-10,211.03
2010-08-11,210.22
2010-08-12,209.55
2010-08-13,209.43
2010-08-16,209.71
2010-08-17,210.05
2010-08-18,210.35
2010-08-19,210.44
2010-08-20,210.24
2010-08-23,210.41
2010-08-24,210.17
2010-08-25,209.95
2010-08-26,210.07
2010-08-27,210.16
2010-08-30,210.45
2010-08-31,210.3
2010-09-01,210.76
2010-09-02,211.25
2010-09-03,211.54
2010-09-06,211.69
2010-09-07,211.87
2010-09-08,212.15
2010-09-09,212.48
2010-09-10,212.95
2010-09-13,213.59
2010-09-14,213.88
2010-09-15,214.2
2010-09-16,214.56
2010-09-17,214.7
2010-09-20,215.11
2010-09-21,215.29
2010-09-22,215.14
2010-09-23,214.92
2010-09-24,215.11
2010-09-27,215.41
2010-09-28,215.7
2010-09-29,215.98
2010-09-30,216.36
2010-10-01,216.86
2010-10-04,217.24
2010-10-05,217.72
2010-10-06,218.35
2010-10-07,218.69
2010-10-08,218.9
2010-10-11,219.05
2010-10-12,219.19
2010-10-13,219.89
2010-10-14,219.74
2010-10-15,219.65
2010-10-18,219.8
2010-10-19,219.83
2010-10-20,219.81
2010-10-21,219.99
2010-10-22,220.19
2010-10-25,220.57
2010-10-26,220.95
2010-10-27,221.07
2010-10-28,221.37
2010-10-29,221.51
2010-10-31,221.56
2010-11-01,221.66
2010-11-02,221.91
2010-11-03,222.18
2010-11-04,223.07
2010-11-05,223.47
2010-11-08,223.84
2010-11-09,224.06
2010-11-10,223.49
2010-11-11,223.54
2010-11-12,222.94
2010-11-15,222.62
2010-11-16,221.3
2010-11-17,221.19
2010-11-18,221.6
2010-11-19,221.47
2010-11-22,221.31
2010-11-23,220.56
2010-11-24,220.33
2010-11-25,220.38
2010-11-26,220.41
2010-11-29,220.14
2010-11-30,219.61
2010-12-01,220.09
2010-12-02,220.5
2010-12-03,220.81
2010-12-06,221.25
2010-12-07,221.69
2010-12-08,221.48
2010-12-09,221.57
2010-12-10,221.64
2010-12-13,221.78
2010-12-14,221.79
2010-12-15,221.55
2010-12-16,221.48
2010-12-17,221.49
2010-12-20,221.76
2010-12-21,222.05
2010-12-22,222.23
2010-12-23,222.37
2010-12-24,222.42
2010-12-27,222.6
2010-12-28,222.81
2010-12-29,223.0
2010-12-30,223.36
2010-12-31,223.55
2011-01-03,224.38
2011-01-04,224.94
2011-01-05,225.23
2011-01-06,225.59
2011-01-07,225.67
2011-01-10,225.6
2011-01-11,225.86
2011-01-12,226.31
2011-01-13,226.59
2011-01-14,226.7
2011-01-17,226.86
2011-01-18,226.99
2011-01-19,227.08
2011-01-20,227.04
2011-01-21,227.22
2011-01-24,227.58
2011-01-25,227.86
2011-01-26,228.15
2011-01-27,228.42
2011-01-28,228.52
2011-01-31,228.54
2011-02-01,228.85
2011-02-02,229.16
2011-02-03,229.32
2011-02-04,229.61
2011-02-07,229.99
2011-02-08,230.26
2011-02-09,230.31
2011-02-10,230.22
2011-02-11,230.29
2011-02-14,230.55
2011-02-15,230.61
2011-02-16,230.69
2011-02-17,231.05
2011-02-18,231.27
2011-02-21,231.43
2011-02-22,231.37
2011-02-23,231.16
2011-02-24,230.92
2011-02-25,231.12
2011-02-28,231.53
2011-03-01,231.86
2011-03-02,231.88
2011-03-03,232.06
2011-03-04,232.03
2011-03-07,232.17
2011-03-08,232.14
2011-03-09,232.1
2011-03-10,231.64
2011-03-11,231.44
2011-03-14,231.44
2011-03-15,230.36
2011-03-16,230.58
2011-03-17,230.74
2011-03-18,231.1
2011-03-21,231.64
2011-03-22,231.71
2011-03-23,231.69
2011-03-24,231.8
2011-03-25,231.84
2011-03-28,231.99
2011-03-29,231.98
2011-03-30,232.1
2011-03-31,232.12
2011-04-01,232.37
2011-04-04,232.79
2011-04-05,232.88
2011-04-06,233.23
2011-04-07,233.42
2011-04-08,233.61
2011-04-11,233.82
2011-04-12,233.71
2011-04-13,233.79
2011-04-14,233.8
2011-04-15,233.88
2011-04-18,233.86
2011-04-19,233.86
2011-04-20,234.19
2011-04-21,234.38
2011-04-25,234.6
2011-04-26,234.76
2011-04-27,234.85
2011-04-28,235.03
2011-04-29,235.34
2011-04-30,235.39
2011-05-02,235.71
2011-05-03,235.78
2011-05-04,235.89
2011-05-05,235.82
2011-05-06,235.96
2011-05-09,236.19
2011-05-10,236.26
2011-05-11,236.36
2011-05-12,236.27
2011-05-13,236.27
2011-05-16,236.52
2011-05-17,236.49
2011-05-18,236.42
2011-05-19,236.42
2011-05-20,236.38
2011-05-23,236.14
2011-05-24,236.0
2011-05-25,235.81
2011-05-26,235.71
2011-05-27,235.66
2011-05-30,235.82
2011-05-31,235.92
2011-06-01,236.0
2011-06-02,235.74
2011-06-03,235.35
2011-06-06,235.32
2011-06-07,235.13
2011-06-08,234.63
2011-06-09,234.19
2011-06-10,234.04
2011-06-13,233.7
2011-06-14,233.67
2011-06-15,233.45
2011-06-16,232.67
2011-06-17,232.56
2011-06-20,232.01
2011-06-21,232.16
2011-06-22,232.55
2011-06-23,232.2
2011-06-24,232.2
2011-06-27,232.13
2011-06-28,232.17
2011-06-29,232.87
2011-06-30,233.85
2011-07-01,234.15
2011-07-04,234.31
2011-07-05,234.75
2011-07-06,235.01
2011-07-07,235.62
2011-07-08,235.76
2011-07-11,235.2
2011-07-12,234.87
2011-07-13,235.26
2011-07-14,235.47
2011-07-15,235.75
2011-07-18,235.64
2011-07-19,235.7
2011-07-20,236.02
2011-07-21,236.42
2011-07-22,236.82
2011-07-25,236.98
2011-07-26,237.11
2011-07-27,236.96
2011-07-28,236.93
2011-07-29,236.64
2011-07-31,236.69
2011-08-01,236.69
